,0
25057,Cokie Roberts
10870,Cole Gibsen
12006,Cole Hart
12996,Cole Stryker
22544,Cole Sweeton
20253,Cole Younger
5818,Coleen Lovitt
1487,Coleen Murtagh Paratore
27108,Coleen Salley
6281,Coleman Barks
12674,Coleman Dowell
21643,Colet Abedi
8250,Coletha Albert
7081,Colette
13789,Colette Carrière
1106,Colette Freedman
13236,Colin Bateman
1970,Colin Burrow
22810,Colin D. Mallard
4957,Colin Dexter
22498,Colin Duriez
10798,Colin Forbes
24512,Colin Gigl
12125,Colin Harrison
25883,Colin Higgins
27452,Colin Jost
18808,Colin MacNeil
13254,Colin Meloy
21140,Colin Stimpson
198,Colin Thubron
23671,Colin Turner
9953,Colin Wentworth
14140,Colin Wilson
8165,Colleen Chen
20459,Colleen Clayton
8356,Colleen Coble
12858,Colleen Doran
3054,Colleen Gleason
1493,Colleen Helme
4828,Colleen Hoover
11009,Colleen Houck
3332,Colleen McCullough
24733,Colleen O'Shaughnessy McKenna
1802,Colleen Oakes
28610,Colleen Oakley
14468,Colleen Thatcher
9350,Collen Doran
27454,Collette Cameron
24431,Collette Sinclaire
12552,Colm Tóibín
12465,Colson Whitehead
8659,Colum McCann
21626,Columbus Falco
308,Compton Mackenzie
6002,Comte de Lautréamont
2913,Comtesse de Ségur
8936,Con Cú
8403,Con Template
24654,Conceição Jacinto
23554,Concha Cardeñoso
3413,Confucius
14333,Conn Iggulden
2878,Connie Brockway
23497,Connie Burk
15766,Connie Dawson
11536,Connie Glynn
19603,Connie Mason
16224,Connie May Fowler
4106,Connie Roop
17105,Connie Rose Porter
28596,Connie Schultz
3126,Connie Suttle
490,Connie Willis
3609,Connor Gannon
2440,Conny Hoogendoorn
28676,Conor Knighton
8601,Conor Kostick
2190,Conrad Aiken
10177,Conrad Buff
1314,Conrad Richter
2013,Constance Beresford-Howe
8738,Constance Briscoe
7080,Constance Fenimore Woolson
3199,Constance Garnett
2708,Constance M. Burge
17192,Constance Savery
28351,Constance Sayers
8318,Constance Wallace
14467,Constantin Chiriță
18314,Constantin Virgil Gheorghiu
19653,Constantinos P. Cavafis
15848,Conti Constanzo
14276,Cook's Illustrated Magazine
6621,Cora Carmack
4757,Cora Harrison
11736,Cora Jakes-Coleman
20502,Cora Reilly
28669,Coralee June
20145,Corban Addison
28061,Cordelia Castel
10615,Cordelia Kingsbridge
4937,Cordwainer Smith
25913,Coretta Scott King
18902,Corey Ann Haydu
12308,Corey Brill
5845,Corey Feldman
6672,Corey Frost
2781,Corey Hardin
11712,Corey Keller
24871,Corey Lewis
8785,Corey Mesler
15080,Corey Taylor
2437,Corina Bloem
16294,Corine Koole
26593,Corinna Sara Bechko
24011,Corinna Sargood
5558,Corinna Vierkant-Enßlin
18144,Corinne Duyvis
10475,Corinne Hofmann
13044,Corinne Michaels
8249,Cork Graham
3021,Cormac McCarthy
15964,Cornel West
27090,Cornelia Amiri
26259,Cornelia Franke
7186,Cornelia Funke
4343,Cornelia Read
2418,Cornelie Kints
3114,Cornelius Castoriadis
7278,Cornelius Ryan
3711,Cornell Woolrich
26329,Corrie Mitchell
26776,Corrie ten Boom
20020,Corrie van den Berg
5127,Corrien Killmer
10040,Corrina Lawson
10642,Corrine Jackson
3641,Corry Wallace
16339,Corry van Bree
1565,Cortney Marabetta
21006,Cortney Pearson
9298,Cory Doctorow
9463,Cory Godbey
19299,Cory Loftis
12581,Cory O'Brien
554,Cosimo Ortesta
20148,Costanza Prinetti
3230,Cotton Mather
22075,Courtney Alameda
15061,Courtney Allison Moulton
11872,Courtney C. Stevens
7944,Courtney Cole
28191,Courtney Evan Tate
18731,Courtney Kirchoff
10138,Courtney Lane
15870,Courtney Milan
6492,Courtney Robertson
4398,Courtney Sheinmel
12124,Courtney Summers
2211,Courtney Walsh
3178,Craig  Stone
10236,Craig Childs
23227,Craig Clevenger
2677,Craig Cmehil
27284,Craig DiLouie
21707,Craig Dirgo
24776,Craig Ferguson
21625,Craig Glenday
18165,Craig Groeschel
3737,Craig Hamilton
7161,Craig Hickman
12607,Craig J. Sorensen
6372,Craig Johnson
17453,Craig Joseph Danner
10453,Craig Lancaster
26001,Craig Laurance Gidney
13116,Craig M. Mullaney
23315,Craig McDonald
25582,Craig Phillips
14826,Craig Russell
27490,Craig Schaefer
18522,Craig Shaw Gardner
27539,Craig Silvey
3549,Craig Thomas
21834,Craig Thompson
10944,Craig Washington
12312,Craig Wasson
8378,Craig Yoe
7468,"Creative Success Coach, Nkosi N. Guduza"
5330,Cressida Cowell
20017,CrimethInc.
18855,Crispin Hellion Glover
4399,Crissa-Jean Chappell
10748,Crissy Calhoun
14615,Crissy Smith
27247,Crissy Van Meter
16263,Cristi Toderașcu
12217,Cristiane Serruya
26500,Cristin Bishara
10887,Cristin Harber
11848,Cristin Terrill
9344,Cristina Correia
10172,Cristina Elena Gogâţă
6506,Cristina García
12350,Cristina Henriquez
24391,Cristina Ingiardi
5962,Cristina Jinga
25705,Cristina López Barrio
8071,Cristina Macía
3069,Cristina Nemerovschi
25313,Cristina Page
9363,Crockett Johnson
21017,Crooke Robert Crooke
11945,Cruz Rodríguez Juiz
28357,Crystal  Smith
3016,Crystal Bush
14807,Crystal Cattabriga
1478,Crystal Hope Reed
15053,Crystal Kaswell
8850,Crystal L. Du Bois
884,Crystal Linn
16167,Crystal McVea
24380,Crystal Renn
3911,Crystal S. Chan
21311,Csaba Rusznyák
14939,Csaba Varga
8492,Csilla Kleinheincz
5599,Culinary Institute of America
6207,Cumhur Mısırlıoğlu
8790,Curt Coffman
1635,Curt Swan
15333,Curtis Jobling
21929,Curtis Kinnett
10934,Curtis Pate III
14489,Curtis Sittenfeld
20879,Curzio Malaparte
7470,Cyma Rubin
4400,Cyn Balog
20559,Cynan Jones
17536,Cyndie Lepori-Mogavero
16635,Cynthia A. Morgan
4310,Cynthia Barnett
2484,Cynthia Bourgeault
5515,Cynthia C. DeFelice
17638,Cynthia D'Aprix Sweeney
2142,Cynthia Eden
17749,Cynthia Enloe
28001,Cynthia Fagen
14938,Cynthia Hand
1000,Cynthia Harrod-Eagles
16255,Cynthia Kadohata
22039,Cynthia Krupat
4401,Cynthia Leitich Smith
3356,Cynthia Lennon
13130,Cynthia Lord
24728,Cynthia Martin
13999,Cynthia Ozick
8661,Cynthia P. O'Neill
10397,Cynthia Rogers Parks
1386,Cynthia Russett
15030,Cynthia Rylant
9754,Cynthia Sundberg Wall
6526,Cynthia Voigt
25253,Cyril Hare
12638,Cyril Pedrosa
22716,Cyril Scott
17466,Cyrus Hoy
10182,Czesław Miłosz
21529,Céline Landressie
8115,César L. Baquerizo
14245,César Pérez Gellida
8203,César Terrón
20761,César Vallejo
19534,Cătălin Dorian Florescu
9493,D'Arcy McNickle
9387,D. Anne Love
15920,D. Bunyan
5905,D. Dalton
18025,D. James Smith
16747,D. Jefferys
1838,D. Martyn Lloyd-Jones
18194,D. Perdue Henderson
22162,D. Rebbitt
7256,D. Rus
7287,D. Terry
10645,D. VonThaer
17600,D.B. Jackson
3007,D.B. Reynolds
18259,D.B. Shan
8662,D.B. Tarpley
6699,D.B. Woodling
3651,D.B.C. Pierre
4864,D.C. Bourone
3414,D.C. Lau
22229,D.C. Leberknight
22282,D.C.H. Rieu
2338,D.D. Ayres
10513,D.D. Barant
12508,D.D. Chant
20634,D.E.M. Emrys
5523,D.H. Lawrence
9961,D.H. Sidebottom
28128,D.J.  Palmer
407,D.J. Enright
17904,D.J. Kool Herc
12196,D.J. Livingston
1089,D.J. MacHale
7716,D.J. Manly
21375,D.J. McLaurin
15772,D.J. Molles
24403,D.J. Taylor
22298,D.K. Cassidy
21163,D.L. Bogdan
13703,D.L. McDermott
14979,D.L. Roan
22296,D.L. Scott
20541,D.L. Smith
19391,D.L. Snow
7368,D.M. Cornish
23893,D.M. Jarrett
2127,D.M. Samson
14803,D.M. Thomas
21424,D.M. Wolfenden
10734,D.N. Simmons
25901,D.O. Smith
25710,D.P. Tighe
10646,D.R. Burnworth
22199,D.R. Erickson
9332,D.S. Tossell
4562,D.T. Dyllin
10647,D.T. Sullivan
3500,D.T. Suzuki
11624,D.U. Sivri
24892,D.W. Lovett
9455,D.W. Winnicott
9476,DC Comics
15640,DK Publishing
19142,DOUBLE-S
22540,Da Chen
4186,Da'ud ibn Tamam ibn Ibrahim al-Shawni
27675,DaNi
15495,Daaimah S. Poole
12293,Dacia Maraini
724,Dacre Stoker
22995,Dag Hammarskjöld
11935,Dagny Larsen
9996,Dahlia Adler
25387,Dahlia L. Summers
6351,Dahlia Lu
9080,Dai Sijie
7294,Daidōji Yūzan
11190,Dain Heer
28062,Daina Ramey Berry
6942,Daisaku Ikeda
22066,Daishu Ma
6785,Daisuke Furuya
7394,Daisuke Moriyama
27083,Daisy Banks
21640,Daisy Goodwin
28235,Daisy Johnson
2550,Daisy Meadows
27935,Daisy Pearce
25250,Daisy Schelderup
25249,Daisy Schjelderup
19467,Daisy Whitney
11179,Dakota Cassidy
1879,Dalai Lama XIV
19970,Dale A. Dye
16515,Dale A. Fife
22870,Dale Bailey
12385,Dale Brown
2290,Dale Carnegie
18424,Dale Cramer
19159,Dale E. Basye
6058,Dale Maharidge
14973,Dale Mayer
24017,Dale Pendell
16253,Dale S. Ailes
26913,Dale Spender
23841,Dalene Matthee
13644,Dallas Hartwig
23390,Dallas Schulze
4237,Dallas Willard
18094,Dalton Fury
18398,Dalya Bilu Orly Castel-Bloom
21251,Damian Dibben
25328,Damian Kelleher
16732,Damian Wampler
20155,Damiano Abeni
28646,Damien Boyd
6834,Damien Echols
16353,Damien Graves
21912,Damien Lewis
5428,Damien Wynn
22512,Damir Miloš
14452,Damla Işık
763,Damon Galgut
14301,Damon Gameau
643,Damon Knight
10003,Damon Lindelof
16024,Damon Suede
27607,Dan    Williams
8339,Dan   Harris
24014,Dan  O'Brien
9007,Dan  Smith
329,Dan Abnett
27034,Dan Anderson
8101,Dan Andreasen
16592,Dan Ariely
16405,Dan B. Allender
9713,Dan Barden
11144,Dan Barker
18254,Dan Berendsen
1638,Dan Brown
26900,Dan Carr
21315,Dan Chaon
28593,Dan Crenshaw
17559,Dan Curtis Johnson
6012,Dan DeCarlo
5918,Dan Dos Santos
15443,Dan Duryea
14368,Dan Elish
20400,Dan Fagin
6780,Dan Fesperman
10436,Dan Gediman
24128,Dan Gemeinhart
16603,Dan Green
4122,Dan Guajars
2515,Dan Gutman
954,Dan H. Laurence
10840,Dan Haring
12912,Dan Harrington
19258,Dan Heath
26899,Dan Herbeck
20881,Dan Hofstadter
15208,Dan Holloway
8041,Dan Howell
22004,Dan Hunter
7375,Dan Jacobson
3073,Dan Jenkins
23864,Dan Johnson
3647,Dan Jolley
22368,Dan Jurgens
18853,Dan Kelly
24432,Dan Krokos
26958,Dan Largent
1929,Dan Lungu
17010,Dan McDaid
7965,Dan McNeil
5086,Dan Millman
2920,Dan Mills
28123,Dan Mora
21905,Dan O'Neill
21870,Dan Parsons
3393,Dan Perez
21298,Dan Poblocki
22689,Dan Puric
2115,Dan Rather
18544,Dan S. Kennedy
7886,Dan Santat
13786,Dan Savage
19252,Dan Schuck
1845,Dan Simmons
17153,Dan Skinner
5579,Dan Slott
1686,Dan Spiegle
27658,Dan Stout
17041,Dan Sullivan
24481,Dan W. Brock
8542,Dan Waldschmidt
2395,Dan Wells
11349,Dana  Davidson
3709,Dana Adam Shapiro
9406,Dana Cameron
15690,Dana Fredsti
1676,Dana Graham
1231,Dana Haynes
10575,Dana Kollmann
8392,Dana Krejčová
20948,Dana Lewis
22766,Dana Louise Provo
2125,Dana Marie Bell
2435,Dana Martens
5144,Dana Marton
13200,Dana Mason
15635,Dana Meachen Rau
16196,Dana Reinhardt
20070,Dana Scott
27,Dana Stabenow
28078,Dana Tanamachi
28005,Dana Vachon
10454,Danah Zohar
5721,Danarto
15735,Dandi Daley Mackall
27321,Dane C. Ortlund
14767,Danella Carter
13155,Danelle Harmon
17784,Danette Haworth
27168,Danez Smith
7555,Danguolė Žalytė-Steiblienė
5207,Dani Atkins
22398,Dani Harper
8823,Dani Kollin
23952,Dani McClain
3947,Dani Pettrey
21416,Dani Shapiro
16758,Dani Wyatt
5798,Daniel       Mason
24597,Daniel     Jones
14181,Daniel   Cohen
21622,Daniel  Grant
21858,Daniel  Patterson
8686,Daniel  Reid
6554,Daniel  Wallace
5735,"Daniel ""Timbul"" Cahya Krisna"
25076,Daniel A.  Cohen
15359,Daniel A. Kaine
25159,Daniel Aaron
7897,Daniel Abraham
12636,Daniel Acuña
1080,Daniel Allen Cox
14057,Daniel B. Botkin
21117,Daniel Barth
9789,Daniel Bellino-Zwicke
8951,Daniel Berrigan
13159,Daniel C. Dennett
27288,Daniel Casanave
25380,Daniel Chanan Matt
20080,Daniel Clay
4918,Daniel Clowes
28488,Daniel Cole
4660,Daniel Coyle
10739,Daniel D. Lamoreux
4592,Daniel Defoe
18678,Daniel Depland
20019,Daniel Diehl
16413,Daniel Donno
13700,Daniel Donoghue
26418,Daniel Dos Santos
11714,Daniel E. Lieberman
11963,Daniel Ehrenhaft
26518,Daniel Frisano
959,Daniel Galera
2171,Daniel Glattauer
16278,Daniel Goleman
12483,Daniel H. Wilson
24156,Daniel Halpern
6620,Daniel Handler
2756,Daniel Hecht
25835,Daniel Heller-Roazen
24427,Daniel Hood
18507,Daniel I. Russell
663,Daniel J. Boorstin
12970,Daniel J. Costello Jr.
18931,Daniel J. Levitin
25321,Daniel J. Peters
16556,Daniel J. Siegel
27377,Daniel J. Zollinger
11115,Daniel James Brown
25486,Daniel Jay Paul
2803,Daniel Jonah Goldhagen
27326,Daniel José Older
20406,Daniel K. Inouye
7577,Daniel Kahneman
8019,Daniel Kehlmann
6751,Daniel Keyes
10826,Daniel Keys Moran
26024,Daniel Kirk
6413,Daniel Klein
24649,Daniel L. Everett
10896,Daniel Ladinsky
21960,Daniel Lapin
18996,Daniel Lyons
15032,Daniel M.  Harrison
28615,Daniel M. Lavery
28613,Daniel Mallory Ortberg
15453,Daniel Mandell
15322,Daniel Mark Duffy
1551,Daniel Marks
541,Daniel McHugh
25980,Daniel Mendelsohn
25353,Daniel Mills
24741,Daniel Nayeri
6199,Daniel Oreskes
21455,Daniel O’Mahony
3845,Daniel P. Mannix
1650,Daniel Paisner
18719,Daniel Paul Schreber
7710,Daniel Pennac
12832,Daniel Pinchbeck
4920,Daniel Pinkwater
2120,Daniel Quinn
25445,Daniel Radosh
22665,Daniel S. Morrow
6956,Daniel Sampaio
23899,Daniel Shealy
4595,Daniel Silva
20897,Daniel Simons
23860,Daniel Singer
16504,Daniel Sinker
9805,Daniel Smith
11402,Daniel Stashower
12963,Daniel Stevens
8093,Daniel Suarez
26592,Daniel T. Thompson
1497,Daniel Tammet
22674,Daniel Taylor
17272,Daniel Thomas Murphy
14796,Daniel Vigne
3453,Daniel Vozzo
3236,Daniel W. Koch
4402,Daniel Waters
10254,Daniel Way
16533,Daniel Weissbort
19633,Daniel Willey
3447,Daniel Woodrell
20737,Daniel Yergin
9358,Daniel de Rosa
18374,Daniela Murphy
19626,Daniela Pagani
27251,Danielle  Evans
6055,Danielle  Paige
8991,Danielle  Rollins
7953,Danielle Bennett
20164,Danielle Braun Savio
10156,Danielle DeVor
6328,Danielle Esplin
27603,Danielle Girard
4141,Danielle Gonzales
2504,Danielle Hylton-Outland
973,Danielle L. Jensen
1121,Danielle LaPorte
27715,Danielle Lori
14170,Danielle M. LeFevre
4332,Danielle Raine
15614,Danielle Rohr
18963,Danielle Singleton
12875,Danielle Soloud
755,Danielle Steel
6944,Danielle Stewart
8396,Danielle Trussoni
7125,Danielle Vega
7875,Danielle Younge-Ullman
2215,Danielle-Claude Ngontang Mba
15501,Daniil Kharms
27025,Danilo Kiš
16822,Danish Sayanee
21969,Danièle Valin
20021,Daniëlle Stensen
16376,Dannah Gresh
9989,Danni Roan
5848,Dannielle Wicks
16502,Dannika Dark
17797,Danny Glover
2626,Danny Gregory
27850,Danny Lore
7890,Danny Mendlow
1658,Danny Odato
18868,Danny Rolling
18538,Danny Sugerman
28315,Danny Tobey
11027,Danny Wallace
23161,Danny Winter
7926,Dante Alighieri
487,Dante Gabriel Rossetti
15575,Danusia Stok
25843,Dany Rae Miller
1753,Danyal Nicholson
696,Daphne Benedis-Grab
25750,Daphne Carr
24116,Daphne Clair
2694,Daphne Patai
23209,Daphne Rose Kingma
8133,Daphne Self
16984,Daphne Uviller
4959,Daphne du Maurier
17185,Dara Horn
7288,Dara Joy
22295,Dara Ratner Rochlin
27154,Darby Kane
25400,Darcie Chan
28216,Darcie Little Badger
16696,Darcy Hoover
17927,Darcy Lockman
14550,Darcy Vance
10516,Darcy Woods
10917,Daren J. Fleming
2157,Daria Bignardi
17465,Daria M. Sockey
22087,Daria Snadowsky
10953,Darian Aaron
23589,Darian North
11118,Darick Robertson
25533,Darie Novăceanu
28667,Darin C.  Brown
13140,Darin Hufford
24725,Darin Strauss
23428,Darinka Sučić
15336,Dario Fo
25378,Dario Formentin
10531,Dario Kverme Birhane
24030,Dario Marianelli
19559,DarknessAndLight
18346,Darla Cupcake
12997,Darlene Deibler Rose
26033,Darlene Kuncytes
20650,Darlene Schacht
609,Darlene Weinbrenner
22682,Darragh J Brady
22519,Darrel Ray
2620,Darrel W. Ray
26141,"Darrell ""Skip"" Griffin Jr."
26140,Darrell Griffin Sr.
22718,Darrell Huff
891,Darrell L. Bock
11498,Darrell Schweitzer
20748,Darrell Scott
11921,Darren  Knight
19316,Darren G. Burton
25205,Darren Hardy
9263,Darren O'Donnell
4391,Darren Shan
6717,Darryl Edwards
24319,Darryl Marks
6843,Darryl McDaniels
842,Darussalam
19194,Darwyn Cooke
72,Darynda Jones
11429,Dash Shaw
8732,Dashiell Hammett
20333,Daud Sutton
8924,Dav Pilkey
25953,Dava Sobel
9119,Dave  Hill
1257,Dave Barry
24111,Dave Batista
18474,Dave Berger
26345,Dave Blossom
8610,Dave Boling
16626,Dave Brown
8633,Dave Clarke
27713,Dave Connis
23709,Dave Cross
27803,Dave Cullen
3137,Dave Eggers
2375,Dave Freer
3835,Dave Gibbons
15428,Dave Grossman
27216,Dave Hollis
10869,Dave Hunt
23430,Dave Isay
26339,Dave Jacke
19662,Dave Jeffery
15434,Dave Lanphear
22477,Dave Logan
17640,Dave Marshall
12735,Dave Matthes
8058,Dave McCaig
4807,Dave McElfatrick
4917,Dave McKean
24122,Dave Monahan
12268,Dave Navarro
986,Dave Pelzer
1821,Dave Phillips
361,Dave R. Palmer
9740,Dave Ramsey
10270,Dave Roberson
23445,Dave Roberts
10422,Dave Roman
13132,Dave Sharpe
13131,Dave Stewart
1730,Dave Sudbury
12003,Dave Thomas
17337,Dave Wagner
28438,Dave Wedge
17720,Dave White
14753,Dave Wolverton
23779,Dave Workman
28402,Daveed Diggs
27512,David            Owen
21137,David          Simon
12236,David        Smith
9906,David        Young
2685,David       Anderson
21437,David       Stevens
8903,David     James
26880,David     Miller
21944,David     Payne
7806,David    Joy
9764,David    Lawrence
7190,David    Williamson
19584,David   Baron
27032,David   Bowman
14522,David   Lloyd
7228,David   Petersen
11992,David   Roberts
25960,David   West
16429,David  Ball
14319,David  Brooks
8859,David  Goldfarb
22085,David  Jason
7342,David  Kirby
7538,David  Lake
18889,David  Lindsay
19203,David  Marshall
26178,David  O'Sullivan
7490,David  Roberts
3117,David  Sneed
26528,David  Vance
14345,David  Wong
28164,David  Yoon
26861,David A. Adler
26258,David A. Bednar
17993,David A. Goodman
6705,David A. Hamburg
16919,David A. McIntee
1137,David A. Noebel
1571,David A. Page
8343,David A. Patterson
26917,David A. Price
15271,David A. Shapiro
15519,David A. T. Stafford
26724,David A. Vise
15308,David A. Weintraub
3367,David A. Whitsett
17588,David Abram
25279,David Aja
17277,David Allen Sibley
2895,David Almond
11988,David Ambrose
9615,David Anthony Durham
15231,David Archuleta
24424,David Aretha
16527,David Ascher
17212,David Ashton
2582,David Athey
5666,David Attenborough
19862,David B.
19979,David B. Herzog
9161,David B. Silva
24073,David Baker
2245,David Baldacci
3037,David Banks
26376,David Barnouw
4081,David Baron
22869,David Barr Kirtley
8537,David Barsamian
12909,David Beaupre
17908,David Bellavia
2852,David Bellos
7858,David Benioff
7014,David Beresford
26181,David Berlinski
23537,David Bindman
24753,David Birmingham
28720,David Biro
14787,David Bischoff
22174,David Bodanis
5506,David Bohm
28026,David Boyd
2659,David Bradshaw
23032,David Brainerd
18558,David Brandon
10952,David Bridgeforth
1311,David Brin
18371,David Brinkley
21410,David Brookshaw
8434,David Buckley
22093,David Budbill
9129,David Burnie
16309,David Burroughs Mattingly
26520,David Byrne
22418,David C. Downing
17237,David C. Holroyd
17796,David C. Korten
19718,David Callahan
15011,David Catrow
16107,David Chandler
28692,David Chang
26009,David Chart
19471,David Chisnell
24438,David Clawson
19094,David Colacci
28433,David Cole
15719,David Colmer
27712,David Connis
5257,David Cordingly
17658,David Cote
10559,David Coward
13028,David Cristofano
23827,David Cruz Acevedo
20294,David Cunningham
3271,David D. Burns
1510,David D. Busch
1899,David Dalglish
10816,David Dalton
14790,David Davidar
7903,David DeGrazia
13083,David Demchuk
20405,David Dennis
5544,David Drake
16721,David Duchovny
24709,David Dvorak
20203,David Díaz
7921,David E. Hilton
20710,David E. Stuart
15073,David Eagleman
410,David Ebershoff
13349,David Eddings
14694,David Edmonds
8347,David Edwards
14708,David Einhorn
25403,David Elliot Cohen
28762,David Elliott
24388,David Ellis
26981,David Ellwand
11023,David Emerson
4901,David Estes
21065,David F. Burg
23942,David F. Walker
25217,David Farland
9063,David Farmer
14231,David Farrell Krell
12930,David Feintuch
10160,David Feldman
17626,David Fernbach
25303,David Finkel
20778,David Fischman
7314,David Fitzgerald
25530,David Flanagan
5705,David Foenkinos
7565,David Forgacs
466,David Foster Wallace
25838,David Frawley
2462,David French
18590,David Frost
24769,David Frum
7894,David Fuentes
26826,David Fuller
9797,David Fury
19148,David G. Dalin
15641,David G. Grubbs
616,David G. Hartwell
7169,David G. Myers
5681,David G. Simons
3804,David Gaider
17820,David Gallop
9203,David Gates
1512,David Gemmell
23567,David George Haskell
11390,David Gerrold
24811,David Gerstein
13584,David Gewanter
5388,David Gibson
11032,David Gilleece
7570,David Goldblatt
24674,David Goldin
7848,David Graham
